"ground_truth_output","num_queries","original_output","original_score","original_text","perturbed_output","perturbed_score","perturbed_text","result_type"
0.0,1.0,1.0,0.5511858463287354,"Money from Saudi Arabian McDonald’s helping terrorists",1.0,0.5511858463287354,"Money from Saudi Arabian McDonald’s helping terrorists","Skipped"
0.0,26.0,0.0,0.484022855758667,"Ann Marie <font color = red>Buerkle</font>, GOP candidate, says under new health <font color = red>law</font>, feds will track Americans' body mass index",1.0,0.5762565732002258,"Ann Marie <font color = green>Buearkle</font>, GOP candidate, says under new health <font color = green>alw</font>, feds will track Americans' body mass index","Successful"
0.0,19.0,0.0,0.48874592781066895,"<font color = red>Bill</font> Maher says GOP proposal would limit seniors to $15,000 spending under Medicare",1.0,0.5348938703536987,"<font color = green>Baill</font> Maher says GOP proposal would limit seniors to $15,000 spending under Medicare","Successful"
0.0,16.0,0.0,0.2850256562232971,"<font color = red>No</font>, CNN isn't <font color = red>closing</font> after ratings drop",1.0,0.5013313889503479,"<font color = green>oN</font>, CNN isn't <font color = green>cloBsing</font> after ratings drop","Successful"
0.0,21.0,0.0,0.09712928533554077,"SA police: ‘Don’t help crying children’ warning a hoax | <font color = red>Africa</font> <font color = red>Check</font>",1.0,0.5205879211425781,"SA police: ‘Don’t help crying children’ warning a hoax | <font color = green>frica</font> <font color = green>Chck</font>","Successful"
0.0,1.0,1.0,0.5692082047462463,"Limbaugh says unemployment drop was skewed by Thanksgiving holiday",1.0,0.5692082047462463,"Limbaugh says unemployment drop was skewed by Thanksgiving holiday","Skipped"
0.0,44.0,0.0,0.19245272874832153,"    “<font color = red>Canada</font> <font color = red>spends</font> $<font color = red>12</font> billion a <font color = red>year</font> on <font color = red>oil</font> from <font color = red>Saudi</font> <font color = red>Arabia</font>.”  ",0.0,0.4523044228553772,"    “<font color = red>Canaad</font> <font color = red>speds</font> $<font color = red>21</font> billion a <font color = red>yer</font> on <font color = red>zoil</font> from <font color = red>audi</font> <font color = red>ANabia</font>.”  ","Failed"
0.0,24.0,0.0,0.2631867527961731,"Stranded <font color = red>motorist</font> who turned out to be <font color = red>Mrs</font>. <font color = red>Nat</font> King Cole",1.0,0.5842695236206055,"Stranded <font color = green>mtorist</font> who turned out to be <font color = green>Ars</font>. <font color = green>NaY</font> King Cole","Successful"
0.0,33.0,0.0,0.19049710035324097,"<font color = red>Donald</font> <font color = red>Trump</font> <font color = red>says</font> <font color = red>Mexico</font> doesn't have birthright citizenship",0.0,0.3393992781639099,"<font color = red>DRonald</font> <font color = red>Tump</font> <font color = red>Rays</font> <font color = red>Mexic</font> doesn't have birthright citizenship","Failed"
0.0,73.0,0.0,0.07284176349639893,"Vice <font color = red>President</font> <font color = red>Mike</font> <font color = red>Pence</font> will be <font color = red>stepping</font> down from the GOP <font color = red>ticket</font> in <font color = red>2020</font> to <font color = red>run</font> for a U.S. Senate <font color = red>seat</font> in <font color = red>Indiana</font>.",0.0,0.4989641308784485,"Vice <font color = red>PresidZnt</font> <font color = red>iMke</font> <font color = red>Peynce</font> will be <font color = red>setpping</font> down from the GOP <font color = red>itcket</font> in <font color = red>020</font> to <font color = red>un</font> for a U.S. Senate <font color = red>Hseat</font> in <font color = red>lIndiana</font>.","Failed"
0.0,29.0,0.0,0.05564504861831665,"A <font color = red>photograph</font> <font color = red>shows</font> <font color = red>Donald</font> <font color = red>Trump</font> in a <font color = red>diaper</font>.",0.0,0.2931317090988159,"A <font color = red>photgoraph</font> <font color = red>shosw</font> <font color = red>onald</font> <font color = red>xrump</font> in a <font color = red>iaper</font>.","Failed"
0.0,66.0,0.0,0.11213529109954834,"Green <font color = red>Bay</font> <font color = red>Packers</font> <font color = red>coach</font> <font color = red>Mike</font> <font color = red>McCarthy</font> put something on the field that ""<font color = red>pissed</font> off"" his ""<font color = red>racist</font>"" <font color = red>players</font>.",0.0,0.37074464559555054,"Green <font color = red>way</font> <font color = red>Packesrs</font> <font color = red>coacf</font> <font color = red>MYke</font> <font color = red>MCcarthy</font> put something on the field that ""<font color = red>possed</font> off"" his ""<font color = red>rcist</font>"" <font color = red>pElayers</font>.","Failed"
0.0,54.0,0.0,0.02013450860977173,"<font color = red>Donald</font> <font color = red>Trump</font> <font color = red>threatened</font> to <font color = red>skip</font> the remaining <font color = red>presidential</font> debates if <font color = red>Hillary</font> <font color = red>Clinton</font> <font color = red>showed</font> up.",0.0,0.31388169527053833,"<font color = red>DEonald</font> <font color = red>Trupm</font> <font color = red>thregatened</font> to <font color = red>sikp</font> the remaining <font color = red>presidentiDl</font> debates if <font color = red>Hillayr</font> <font color = red>lCinton</font> <font color = red>hsowed</font> up.","Failed"
0.0,23.0,0.0,0.30304795503616333,"<font color = red>Conspiracy</font> theorists concoct fake report of <font color = red>Obama</font> <font color = red>arrest</font> for drug smuggling",1.0,0.5414868593215942,"<font color = green>Conspirucy</font> theorists concoct fake report of <font color = green>bOama</font> <font color = green>arrEest</font> for drug smuggling","Successful"
0.0,12.0,0.0,0.3978157639503479,"McCain's record on <font color = red>pork</font>: Good, not perfect",1.0,0.5495312213897705,"McCain's record on <font color = green>bork</font>: Good, not perfect","Successful"
0.0,32.0,0.0,0.22876542806625366,"Videos of home <font color = red>testing</font> of <font color = red>bottled</font> water handed out in Flint demonstrate the existence of dangerous levels of <font color = red>lead</font>.",1.0,0.5220301747322083,"Videos of home <font color = green>tseting</font> of <font color = green>Oottled</font> water handed out in Flint demonstrate the existence of dangerous levels of <font color = green>lad</font>.","Successful"
0.0,52.0,0.0,0.13700145483016968,"<font color = red>Website</font> <font color = red>falsely</font> <font color = red>claims</font> <font color = red>Melania</font> <font color = red>Trump</font> made '<font color = red>shocking</font> announcement' to <font color = red>Donald</font> <font color = red>Trump</font>",1.0,0.558013916015625,"<font color = green>Webste</font> <font color = green>falselny</font> <font color = green>cVaims</font> <font color = green>Mleania</font> <font color = green>Drump</font> made '<font color = green>shockinGg</font> announcement' to <font color = green>Donld</font> <font color = green>Trup</font>","Successful"
0.0,58.0,0.0,0.21829074621200562,"As President <font color = red>Obama</font> <font color = red>departed</font> <font color = red>Cuba</font>, dozens of <font color = red>prospective</font> refugees <font color = red>clung</font> to the <font color = red>wings</font> of Air <font color = red>Force</font> <font color = red>One</font>.",1.0,0.6453012228012085,"As President <font color = green>Okbama</font> <font color = green>Ideparted</font> <font color = green>WCuba</font>, dozens of <font color = green>propsective</font> refugees <font color = green>culng</font> to the <font color = green>wnigs</font> of Air <font color = green>Corce</font> <font color = green>Oe</font>.","Successful"
0.0,42.0,0.0,0.0608101487159729,"<font color = red>Laura</font> <font color = red>Ingraham</font> says Massachusetts <font color = red>health</font> <font color = red>plan</font> is ""<font color = red>wildly</font> <font color = red>unpopular</font>""",0.0,0.13867181539535522,"<font color = red>Laua</font> <font color = red>Ingrahm</font> says Massachusetts <font color = red>ealth</font> <font color = red>plaln</font> is ""<font color = red>widly</font> <font color = red>unpopulHr</font>""","Failed"
0.0,9.0,0.0,0.21599698066711426,"Chinese Fireworks Video – <font color = red>Fiction</font>",1.0,0.7538788318634033,"Chinese Fireworks Video – <font color = green>Fitcion</font>","Successful"
0.0,1.0,1.0,0.7206863164901733,"Rep. Ron Maag says 46 percent of Medicaid expansion money would be borrowed from foreign governments that don’t “like us very much”",1.0,0.7206863164901733,"Rep. Ron Maag says 46 percent of Medicaid expansion money would be borrowed from foreign governments that don’t “like us very much”","Skipped"
0.0,19.0,0.0,0.33256739377975464,"George Allen says U.S. lent $2 billion to Brazil for oil and <font color = red>gas</font> exploration",1.0,0.539113461971283,"George Allen says U.S. lent $2 billion to Brazil for oil and <font color = green>as</font> exploration","Successful"
0.0,31.0,0.0,0.4013574719429016,"Sen. Barbara Boxer <font color = red>says</font> Condoleezza Rice didn't <font color = red>know</font> how many <font color = red>troops</font> had died in Iraq",1.0,0.5236096382141113,"Sen. Barbara Boxer <font color = green>Eays</font> Condoleezza Rice didn't <font color = green>kncow</font> how many <font color = green>troos</font> had died in Iraq","Successful"
0.0,27.0,0.0,0.16615384817123413,"Various restaurants around the world were <font color = red>shut</font> down for serving  for serving <font color = red>human</font> <font color = red>meat</font>.",1.0,0.5501713752746582,"Various restaurants around the world were <font color = green>hut</font> down for serving  for serving <font color = green>huan</font> <font color = green>mjat</font>.","Successful"
0.0,1.0,1.0,0.7202486991882324,"Is Barack Obama trying to 'pack' the D.C. Circuit Court of Appeals?",1.0,0.7202486991882324,"Is Barack Obama trying to 'pack' the D.C. Circuit Court of Appeals?","Skipped"
0.0,66.0,0.0,0.09831887483596802,"Walt <font color = red>Disney</font> <font color = red>announced</font> that they were permanently <font color = red>closing</font> the <font color = red>Fort</font> Wilderness <font color = red>Campgrounds</font> due to <font color = red>damage</font> from Hurricane <font color = red>Irma</font>.",0.0,0.47851330041885376,"Walt <font color = red>MDisney</font> <font color = red>announecd</font> that they were permanently <font color = red>closnig</font> the <font color = red>Frt</font> Wilderness <font color = red>Capgrounds</font> due to <font color = red>daage</font> from Hurricane <font color = red>Ima</font>.","Failed"
0.0,113.0,0.0,0.17555463314056396,"<font color = red>Facebook</font> <font color = red>vice</font> president <font color = red>Jeff</font> <font color = red>Rothschild</font> <font color = red>said</font> ""In order to <font color = red>finalize</font> the <font color = red>New</font> World Order process we need a 3rd world <font color = red>war</font> to exterminate <font color = red>90</font>% of the world's population.""",0.0,0.26033592224121094,"<font color = red>Fcaebook</font> <font color = red>vicr</font> president <font color = red>Jfef</font> <font color = red>Rohschild</font> <font color = red>asid</font> ""In order to <font color = red>finalzie</font> the <font color = red>ew</font> World Order process we need a 3rd world <font color = red>wai</font> to exterminate <font color = red>09</font>% of the world's population.""","Failed"
0.0,89.0,0.0,0.07629179954528809,"Republican <font color = red>VP</font> candidate Mike Pence  <font color = red>proclaimedthat</font> ""the <font color = red>things</font> <font color = red>Donald</font> <font color = red>Trump</font> says wouldn't hurt our <font color = red>campaign</font> half as much if the <font color = red>press</font> didn't <font color = red>report</font> it.""",0.0,0.1888885498046875,"Republican <font color = red>Vv</font> candidate Mike Pence  <font color = red>proclasmedthat</font> ""the <font color = red>thingss</font> <font color = red>Dnoald</font> <font color = red>Trum</font> says wouldn't hurt our <font color = red>camfaign</font> half as much if the <font color = red>prses</font> didn't <font color = red>rport</font> it.""","Failed"
0.0,14.0,0.0,0.4763171076774597,"<font color = red>Hacker</font> Alerts naming people who can harm your computer",1.0,0.5996910929679871,"<font color = green>Hcaker</font> Alerts naming people who can harm your computer","Successful"
0.0,30.0,0.0,0.17416411638259888,"An image <font color = red>depicts</font> a grieving <font color = red>obstetrician</font> after his patient gave birth to a long-awaited baby and <font color = red>died</font>.",1.0,0.5423776507377625,"An image <font color = green>dMepicts</font> a grieving <font color = green>obstterician</font> after his patient gave birth to a long-awaited baby and <font color = green>dKed</font>.","Successful"
0.0,1.0,1.0,0.5326743721961975,"Charmin Releasing Pumpkin Spice Toilet Paper",1.0,0.5326743721961975,"Charmin Releasing Pumpkin Spice Toilet Paper","Skipped"
0.0,1.0,1.0,0.6634734272956848,"Is Kendrick Meek the second most corrupt Democrat in Congress?",1.0,0.6634734272956848,"Is Kendrick Meek the second most corrupt Democrat in Congress?","Skipped"
0.0,22.0,0.0,0.3020473122596741,"The “crabby old man” who died with an inspirational <font color = red>poem</font> in his<SPLIT><font color = red>pocket</font>",1.0,0.5709003806114197,"The “crabby old man” who died with an inspirational <font color = green>pom</font> in his<SPLIT><font color = green>poCket</font>","Successful"
0.0,12.0,0.0,0.4067128300666809,"<font color = red>Donald</font> Trump wrong about crime in Germany",1.0,0.5370002388954163,"<font color = green>DoJnald</font> Trump wrong about crime in Germany","Successful"
0.0,1.0,1.0,0.5480826497077942,"Hillary Clinton claims more U.S. jobs in solar than oil ",1.0,0.5480826497077942,"Hillary Clinton claims more U.S. jobs in solar than oil ","Skipped"
0.0,75.0,0.0,0.05153024196624756,"<font color = red>An</font> <font color = red>image</font> <font color = red>depicts</font> a Hillary <font color = red>Clinton</font> <font color = red>supporter</font> <font color = red>standing</font> on an American <font color = red>flag</font> while <font color = red>waving</font> a ""<font color = red>Hillary</font> for <font color = red>President</font> <font color = red>2016</font>"" <font color = red>banner</font>.",0.0,0.24036508798599243,"<font color = red>Wn</font> <font color = red>imaeg</font> <font color = red>depPicts</font> a Hillary <font color = red>Clnton</font> <font color = red>supporetr</font> <font color = red>stanidng</font> on an American <font color = red>flaug</font> while <font color = red>wYving</font> a ""<font color = red>Hilllary</font> for <font color = red>Presedent</font> <font color = red>E2016</font>"" <font color = red>anner</font>.","Failed"
0.0,32.0,0.0,0.36866098642349243,"A photograph taken during World War II <font color = red>shows</font> <font color = red>members</font> of the League of German Girls during a <font color = red>uniform</font> inspection.",1.0,0.5483356714248657,"A photograph taken during World War II <font color = green>hsows</font> <font color = green>membewrs</font> of the League of German Girls during a <font color = green>unifrom</font> inspection.","Successful"
0.0,39.0,0.0,0.2689465284347534,"<font color = red>The</font> state of Texas has <font color = red>legalized</font> <font color = red>recreational</font> <font color = red>use</font> of <font color = red>marijuana</font>.",1.0,0.5724105834960938,"<font color = green>Th</font> state of Texas has <font color = green>leTgalized</font> <font color = green>recredtional</font> <font color = green>se</font> of <font color = green>marijuaan</font>.","Successful"
0.0,1.0,1.0,0.6041979193687439,"Lisa, the rejected young woman who killed herself",1.0,0.6041979193687439,"Lisa, the rejected young woman who killed herself","Skipped"
0.0,16.0,0.0,0.26502519845962524,"Candidate claiming that Nevada cut taxes in 2015 doesn't <font color = red>pass</font> muster",1.0,0.515166163444519,"Candidate claiming that Nevada cut taxes in 2015 doesn't <font color = green>apss</font> muster","Successful"
0.0,1.0,1.0,0.7420817017555237,"Sylvester Stallone a Christian",1.0,0.7420817017555237,"Sylvester Stallone a Christian","Skipped"
0.0,34.0,0.0,0.10715633630752563,"A photograph <font color = red>shows</font> a <font color = red>man</font> <font color = red>holding</font> a <font color = red>3-foot</font> <font color = red>grasshopper</font>.",0.0,0.33563828468322754,"A photograph <font color = red>shos</font> a <font color = red>mn</font> <font color = red>hOolding</font> a <font color = red>3-frot</font> <font color = red>grasshoppeX</font>.","Failed"
0.0,25.0,0.0,0.3450201749801636,"<font color = red>Donald</font> Trump cites dubious legend about <font color = red>Gen</font>. <font color = red>Pershing</font>, pig's blood and Muslims",1.0,0.5242178440093994,"<font color = green>Dronald</font> Trump cites dubious legend about <font color = green>Gsen</font>. <font color = green>PershDng</font>, pig's blood and Muslims","Successful"
0.0,1.0,1.0,0.5215108394622803,"Florida mother who saved her son from an alligator",1.0,0.5215108394622803,"Florida mother who saved her son from an alligator","Skipped"
0.0,28.0,0.0,0.2655695080757141,"<font color = red>Gov</font>. Scott Walker <font color = red>says</font> Democrats using Obama and <font color = red>Baldwin</font> campaign offices to plan against him",1.0,0.5508867502212524,"<font color = green>GAov</font>. Scott Walker <font color = green>syas</font> Democrats using Obama and <font color = green>zaldwin</font> campaign offices to plan against him","Successful"
0.0,1.0,1.0,0.5793598294258118,"Trump wrongly says Clinton filibustered Fannie Mae and Freddie Mac legislation",1.0,0.5793598294258118,"Trump wrongly says Clinton filibustered Fannie Mae and Freddie Mac legislation","Skipped"
0.0,56.0,0.0,0.11366242170333862,"Despite <font color = red>deliberate</font> <font color = red>actions</font>, <font color = red>Scott</font> <font color = red>Walker</font> <font color = red>calls</font> change to university mission a ""<font color = red>drafting</font> <font color = red>error</font>""",0.0,0.2530723214149475,"Despite <font color = red>delibecrate</font> <font color = red>actifns</font>, <font color = red>Sctt</font> <font color = red>Waler</font> <font color = red>call</font> change to university mission a ""<font color = red>drafitng</font> <font color = red>errod</font>""","Failed"
0.0,1.0,1.0,0.6573444604873657,"Dr. James Dobson endorsed homosexual marriage?",1.0,0.6573444604873657,"Dr. James Dobson endorsed homosexual marriage?","Skipped"
0.0,30.0,0.0,0.21496939659118652,"<font color = red>Buddy</font> Cianci says <font color = red>Jorge</font> Elorza <font color = red>wants</font> to <font color = red>impose</font> a municipal income tax for Providence",1.0,0.5030114054679871,"<font color = green>Budvdy</font> Cianci says <font color = green>oJrge</font> Elorza <font color = green>ants</font> to <font color = green>imdpose</font> a municipal income tax for Providence","Successful"
0.0,1.0,1.0,0.5407538414001465,"Alfonso Lopez says Va. shields ducks better than people from assault weapon violence",1.0,0.5407538414001465,"Alfonso Lopez says Va. shields ducks better than people from assault weapon violence","Skipped"
0.0,1.0,1.0,0.7050362229347229,"Important Notice from Netflix",1.0,0.7050362229347229,"Important Notice from Netflix","Skipped"
0.0,16.0,0.0,0.3352903127670288,"<font color = red>Obama</font> Executive Order <font color = red>Bans</font> Pledge of Allegiance",1.0,0.643201470375061,"<font color = green>ObaVa</font> Executive Order <font color = green>ans</font> Pledge of Allegiance","Successful"
0.0,45.0,0.0,0.09043586254119873,"<font color = red>Image</font> <font color = red>depicts</font> a <font color = red>Swedish</font> <font color = red>girl</font> brutally <font color = red>abducted</font> and <font color = red>raped</font> by <font color = red>three</font> <font color = red>refugees</font>.",1.0,0.5072196125984192,"<font color = green>Ibmage</font> <font color = green>dSepicts</font> a <font color = green>Swdeish</font> <font color = green>gixl</font> brutally <font color = green>aUducted</font> and <font color = green>rped</font> by <font color = green>threz</font> <font color = green>refuees</font>.","Successful"
