"ground_truth_output","num_queries","original_output","original_score","original_text","perturbed_output","perturbed_score","perturbed_text","result_type"
0.0,2285.0,0.0,4.291534423828125e-05,"<font color = red>E-mail</font> <font color = red>published</font> by WikiLeaks <font color = red>revealed</font> Clinton <font color = red>operatives</font> assassinated Supreme Court Justice Antonin Scalia.",1.0,0.9933168888092041,"<font color = green>Email</font> <font color = green>breathed</font> by WikiLeaks <font color = green>imparted</font> Clinton <font color = green>censors</font> assassinated Supreme Court Justice Antonin Scalia.","Successful"
0.0,1.0,1.0,0.9991300702095032,"A video captures a cat with an extremely deep meow.",1.0,0.9991300702095032,"A video captures a cat with an extremely deep meow.","Skipped"
0.0,1.0,1.0,0.9992989301681519,"Stephen Harper: ""On July 20 the biggest single benefit in Cdn history will be distributed to families across Cda."" - FactsCanada",1.0,0.9992989301681519,"Stephen Harper: ""On July 20 the biggest single benefit in Cdn history will be distributed to families across Cda."" - FactsCanada","Skipped"
0.0,1611.0,0.0,3.516674041748047e-05,"Jimi Hendrix, Jim Morrison, Janis Joplin, and Kurt Cobain all <font color = red>died</font> with <font color = red>white</font> Bic <font color = red>lighters</font> in their <font color = red>pockets</font>.",1.0,0.8216232061386108,"Jimi Hendrix, Jim Morrison, Janis Joplin, and Kurt Cobain all <font color = green>modeled</font> with <font color = green>snowy</font> Bic <font color = green>tugs</font> in their <font color = green>stands</font>.","Successful"
0.0,3813.0,0.0,2.5391578674316406e-05,"Donald Trump <font color = red>wrongly</font> <font color = red>says</font> Hillary Clinton '<font color = red>wants</font> to go to a single-payer plan' for health care",1.0,0.9936100840568542,"Donald Trump <font color = green>incredibly</font> <font color = green>articulates</font> Hillary Clinton '<font color = green>demands</font> to go to a single-payer plan' for health care","Successful"
0.0,387.0,0.0,0.00011491775512695312,"<font color = red>Various</font> <font color = red>Rumors</font> about the Terrorist Attack at the 2013 Boston Maratho",1.0,0.9885725975036621,"<font color = green>Sundry</font> <font color = green>Grapevines</font> about the Terrorist Attack at the 2013 Boston Maratho","Successful"
0.0,2278.0,0.0,5.602836608886719e-05,"Bill Clinton’s 1996 <font color = red>Immigration</font> Law Behind <font color = red>Child</font> Separations",0.0,0.00022786855697631836,"Bill Clinton’s 1996 <font color = red>Migration</font> Law Behind <font color = red>Grandson</font> Separations","Failed"
0.0,208.0,0.0,2.777576446533203e-05,"Email <font color = red>message</font> says members of Congress get a full pension for serving just one term",1.0,0.9998148083686829,"Email <font color = green>sense</font> says members of Congress get a full pension for serving just one term","Successful"
0.0,6681.0,0.0,3.314018249511719e-05,"Ted Strickland's misleading <font color = red>claim</font> about Portman voting to <font color = red>allow</font> <font color = red>terrorists</font> to buy <font color = red>guns</font>",0.0,8.118152618408203e-05,"Ted Strickland's misleading <font color = red>assertion</font> about Portman voting to <font color = red>favor</font> <font color = red>gunmen</font> to buy <font color = red>shootings</font>","Failed"
0.0,1.0,1.0,0.9892962574958801,"Rep. F. James Sensenbrenner says 75 percent of closed air traffic towers are in Republican districts",1.0,0.9892962574958801,"Rep. F. James Sensenbrenner says 75 percent of closed air traffic towers are in Republican districts","Skipped"
0.0,12062.0,0.0,0.0001246929168701172,"<font color = red>Image</font> <font color = red>depicts</font> two <font color = red>men</font> known to be posing as <font color = red>gas</font> <font color = red>company</font> <font color = red>workers</font> in an <font color = red>attempt</font> to gain <font color = red>access</font> to <font color = red>homes</font> and <font color = red>rob</font> them.",1.0,0.9999840259552002,"<font color = green>Cone</font> <font color = green>qualifies</font> two <font color = green>populations</font> known to be posing as <font color = green>atmosphere</font> <font color = green>closeness</font> <font color = green>employees</font> in an <font color = green>expectancy</font> to gain <font color = green>measure</font> to <font color = green>households</font> and <font color = green>sack</font> them.","Successful"
0.0,80.0,0.0,0.00015246868133544922,"Stranded motorist who <font color = red>turned</font> out to be Mrs. Nat King Cole",1.0,0.9996734857559204,"Stranded motorist who <font color = green>flourished</font> out to be Mrs. Nat King Cole","Successful"
0.0,48.0,0.0,7.295608520507812e-05,"The three winners of the $1.6 Powerball lottery have <font color = red>identified</font> themselves on social media.",1.0,0.999829888343811,"The three winners of the $1.6 Powerball lottery have <font color = green>distinguished</font> themselves on social media.","Successful"
0.0,1220.0,0.0,3.0159950256347656e-05,"Nabisco is <font color = red>issuing</font> Spam-flavored Oreos.",0.0,5.078315734863281e-05,"Nabisco is <font color = red>announcing</font> Spam-flavored Oreos.","Failed"
0.0,71.0,0.0,0.00047576427459716797,"Former president Barack Obama's <font color = red>foundation</font> is being investigated for racketeering.",1.0,0.9998977184295654,"Former president Barack Obama's <font color = green>view</font> is being investigated for racketeering.","Successful"
0.0,5107.0,0.0,2.467632293701172e-05,"<font color = red>Claim</font> that Malawi 'wonder herb' <font color = red>cures</font> HIV and <font color = red>Aids</font> is <font color = red>untrue</font> and <font color = red>irresponsible</font> | Africa Check",1.0,0.9999704360961914,"<font color = green>Appeal</font> that Malawi 'wonder herb' <font color = green>fry</font> HIV and <font color = green>Favors</font> is <font color = green>titular</font> and <font color = green>uninhibited</font> | Africa Check","Successful"
0.0,10906.0,0.0,3.3736228942871094e-05,"Bill Maher <font color = red>says</font> that some <font color = red>natural</font> <font color = red>gas</font> <font color = red>pipes</font> are <font color = red>made</font> of <font color = red>wood</font>",1.0,0.9999817609786987,"Bill Maher <font color = green>articulates</font> that some <font color = green>initial</font> <font color = green>atmosphere</font> <font color = green>ties</font> are <font color = green>profited</font> of <font color = green>flamboyant</font>","Successful"
0.0,2690.0,0.0,4.303455352783203e-05,"President Obama <font color = red>fired</font> Rear Admiral Rick Williams for ""<font color = red>questioning</font>"" the President's purported <font color = red>recent</font> purchase of a <font color = red>mansion</font> in Dubai.",0.0,0.012619376182556152,"President Obama <font color = red>banned</font> Rear Admiral Rick Williams for ""<font color = red>interrogating</font>"" the President's purported <font color = red>nascent</font> purchase of a <font color = red>edifice</font> in Dubai.","Failed"
0.0,4440.0,0.0,3.6716461181640625e-05,"Darren Bucklew has <font color = red>cancer</font>.  Forward an <font color = red>email</font> for him for <font color = red>financial</font> <font color = red>help</font>",0.0,8.404254913330078e-05,"Darren Bucklew has <font color = red>leukemia</font>.  Forward an <font color = red>mail</font> for him for <font color = red>fiscal</font> <font color = red>assistance</font>","Failed"
0.0,296.0,0.0,2.86102294921875e-05,"Does S. Africa really employ more civil servants than the US? The claim is <font color = red>false</font> | Africa Check",1.0,0.9822752475738525,"Does S. Africa really employ more civil servants than the US? The claim is <font color = green>fantastic</font> | Africa Check","Successful"
0.0,51.0,0.0,3.731250762939453e-05,"Warner <font color = red>says</font> Gillespie supports a personhood amendment",1.0,0.9998064637184143,"Warner <font color = green>articulates</font> Gillespie supports a personhood amendment","Successful"
0.0,128.0,0.0,0.0003720521926879883,"Bachmann <font color = red>says</font> Obama health adviser thinks health care ought not to be extended to the disabled",1.0,0.9998722076416016,"Bachmann <font color = green>articulates</font> Obama health adviser thinks health care ought not to be extended to the disabled","Successful"
0.0,133.0,0.0,3.1948089599609375e-05,"Clinton's <font color = red>views</font> do not <font color = red>go</font> against the Constitution",1.0,0.8436831831932068,"Clinton's <font color = green>horizons</font> do not <font color = green>drift</font> against the Constitution","Successful"
0.0,1.0,1.0,0.9997350573539734,"Dr. James Dobson endorsed homosexual marriage?",1.0,0.9997350573539734,"Dr. James Dobson endorsed homosexual marriage?","Skipped"
0.0,173.0,0.0,0.0001685619354248047,"An image <font color = red>depicts</font> a Hillary Clinton supporter standing on an American flag while waving a ""Hillary for President 2016"" banner.",1.0,0.9997674822807312,"An image <font color = green>qualifies</font> a Hillary Clinton supporter standing on an American flag while waving a ""Hillary for President 2016"" banner.","Successful"
0.0,180.0,0.0,0.0022122859954833984,"Scott Walker <font color = red>says</font> recent Wisconsin poll shows 70% approval for collective bargaining law that led to massive protests, recall election",1.0,0.9999222755432129,"Scott Walker <font color = green>articulates</font> recent Wisconsin poll shows 70% approval for collective bargaining law that led to massive protests, recall election","Successful"
0.0,126.0,0.0,0.000573277473449707,"Norment says only 2 <font color = red>percent</font> of Virginia guns sales exempt from background checks",1.0,0.9988824725151062,"Norment says only 2 <font color = green>proportionality</font> of Virginia guns sales exempt from background checks","Successful"
0.0,100.0,0.0,5.233287811279297e-05,"<font color = red>Did</font> Dwayne the Rock Johnson officially file to run for president in 2020?",1.0,0.6254074573516846,"<font color = green>Played</font> Dwayne the Rock Johnson officially file to run for president in 2020?","Successful"
0.0,1535.0,0.0,2.6106834411621094e-05,"<font color = red>Did</font> Washington <font color = red>tell</font> responders to prep for Ebola months <font color = red>ago</font>? No",1.0,0.6212337613105774,"<font color = green>Played</font> Washington <font color = green>got</font> responders to prep for Ebola months <font color = green>till</font>? No","Successful"
0.0,271.0,0.0,0.15075653791427612,"Sheldon Whitehouse <font color = red>said</font> $47 billion raised over 10 years by passage of the Buffett rule tax on millionaires could generate 611,000 jobs",1.0,0.9998476505279541,"Sheldon Whitehouse <font color = green>articulated</font> $47 billion raised over 10 years by passage of the Buffett rule tax on millionaires could generate 611,000 jobs","Successful"
0.0,1.0,1.0,0.997883141040802,"Scientists say that largest the supermoon since 1948, occurring on 14 November 2016, will trigger tidal waves and catastrophic earthquakes, wreaking havoc across the planet.",1.0,0.997883141040802,"Scientists say that largest the supermoon since 1948, occurring on 14 November 2016, will trigger tidal waves and catastrophic earthquakes, wreaking havoc across the planet.","Skipped"
0.0,26.0,0.0,0.00020891427993774414,"<font color = red>Money</font> from Saudi Arabian McDonald’s helping terrorists",1.0,0.9968810081481934,"<font color = green>Credit</font> from Saudi Arabian McDonald’s helping terrorists","Successful"
0.0,2093.0,0.0,2.3126602172851562e-05,"No, Dolly Parton didn't <font color = red>say</font> Trump is <font color = red>better</font> than Bush and Obama <font color = red>combined</font>",0.0,5.805492401123047e-05,"No, Dolly Parton didn't <font color = red>talk</font> Trump is <font color = red>kinder</font> than Bush and Obama <font color = red>syndicated</font>","Failed"
0.0,1189.0,0.0,2.9325485229492188e-05,"Michele Bachmann <font color = red>says</font> HPV vaccine can <font color = red>cause</font> <font color = red>mental</font> <font color = red>retardation</font>",1.0,0.998742401599884,"Michele Bachmann <font color = green>articulates</font> HPV vaccine can <font color = green>got</font> <font color = green>unworldly</font> <font color = green>suspension</font>","Successful"
0.0,39.0,0.0,8.416175842285156e-05,"Nelson Mandela praised President Trump <font color = red>ahead</font> of a South African visit by Barack Obama.",1.0,0.9977846741676331,"Nelson Mandela praised President Trump <font color = green>once</font> of a South African visit by Barack Obama.","Successful"
0.0,5037.0,0.0,1.8715858459472656e-05,"Trump's <font color = red>Pants</font> on <font color = red>Fire</font> for <font color = red>claiming</font> '<font color = red>serious</font> <font color = red>voter</font> fraud' <font color = red>occurred</font> in Virginia",1.0,0.999975323677063,"Trump's <font color = green>Gasps</font> on <font color = green>Replacement</font> for <font color = green>delivering</font> '<font color = green>terrific</font> <font color = green>picker</font> fraud' <font color = green>came</font> in Virginia","Successful"
0.0,1.0,1.0,0.5024358034133911,"Source:",1.0,0.5024358034133911,"Source:","Skipped"
0.0,71.0,0.0,0.0008054375648498535,"Gatlinburg, Tennessee <font color = red>Overrun</font> by Immigrants",1.0,0.9997811913490295,"Gatlinburg, Tennessee <font color = green>Skipped</font> by Immigrants","Successful"
0.0,117.0,0.0,7.331371307373047e-05,"David Dewhurst <font color = red>says</font> under Texas law, it takes six years to close a failing school",1.0,0.9997124075889587,"David Dewhurst <font color = green>articulates</font> under Texas law, it takes six years to close a failing school","Successful"
0.0,129.0,0.0,0.019791781902313232,"Does Barack Obama's health care <font color = red>bill</font> include $1 abortions?",1.0,0.9999465942382812,"Does Barack Obama's health care <font color = green>broadside</font> include $1 abortions?","Successful"
0.0,5464.0,0.0,4.8041343688964844e-05,"Kentucky <font color = red>police</font> <font color = red>shot</font> a <font color = red>white</font> coal miner after <font color = red>mistaking</font> him for a <font color = red>black</font> <font color = red>man</font>.",1.0,0.999976396560669,"Kentucky <font color = green>defences</font> <font color = green>pitted</font> a <font color = green>pearly</font> coal miner after <font color = green>misunderstanding</font> him for a <font color = green>unseemly</font> <font color = green>command</font>.","Successful"
0.0,8875.0,0.0,0.00011432170867919922,"In the <font color = red>wake</font> of a <font color = red>missile</font> <font color = red>strike</font> <font color = red>ordered</font> by President Trump on Syria in April 2017, <font color = red>senior</font> White House <font color = red>officials</font> <font color = red>admitted</font> that it <font color = red>served</font> no <font color = red>actual</font> <font color = red>purpose</font>.",1.0,0.9999843835830688,"In the <font color = green>revival</font> of a <font color = green>bomb</font> <font color = green>cuff</font> <font color = green>instructed</font> by President Trump on Syria in April 2017, <font color = green>superlative</font> White House <font color = green>administrators</font> <font color = green>enlisted</font> that it <font color = green>tended</font> no <font color = green>sound</font> <font color = green>end</font>.","Successful"
0.0,52.0,0.0,3.743171691894531e-05,"An unflattering <font color = red>photograph</font> of President Trump is real.",1.0,0.9999415874481201,"An unflattering <font color = green>stereo</font> of President Trump is real.","Successful"
0.0,56.0,0.0,4.00543212890625e-05,"Trump wants to send Native Americans to India, <font color = red>fake</font> news story says",1.0,0.9945864677429199,"Trump wants to send Native Americans to India, <font color = green>titular</font> news story says","Successful"
0.0,50.0,0.0,0.0027663111686706543,"Google Earth helped locate a <font color = red>woman</font> who had been stranded on an island for years.",1.0,0.9819554686546326,"Google Earth helped locate a <font color = green>womenfolk</font> who had been stranded on an island for years.","Successful"
0.0,6987.0,0.0,7.355213165283203e-05,"Neiman Marcus’s <font color = red>Secret</font> Cookie <font color = red>Recipe</font> <font color = red>Costs</font> a <font color = red>Bundle</font>",1.0,0.999930739402771,"Neiman Marcus’s <font color = green>Private</font> Cookie <font color = green>Prescription</font> <font color = green>Takes</font> a <font color = green>Cake</font>","Successful"
0.0,187.0,0.0,0.0002964138984680176,"Muslims <font color = red>assaulted</font> a Denny's waitress for serving bacon during the holy month of Ramadan.",1.0,0.9993884563446045,"Muslims <font color = green>countered</font> a Denny's waitress for serving bacon during the holy month of Ramadan.","Successful"
0.0,5550.0,0.0,3.6835670471191406e-05,"<font color = red>State</font> Sen. Kevin O’Toole <font color = red>claims</font> some 9/11 hijackers <font color = red>used</font> New Jersey driver’s <font color = red>licenses</font> to <font color = red>carry</font> out <font color = red>terrorist</font> <font color = red>attacks</font>",1.0,0.9999827146530151,"<font color = green>Reason</font> Sen. Kevin O’Toole <font color = green>regains</font> some 9/11 hijackers <font color = green>capitalized</font> New Jersey driver’s <font color = green>consents</font> to <font color = green>spade</font> out <font color = green>gunman</font> <font color = green>charges</font>","Successful"
0.0,74.0,0.0,0.0003426074981689453,"Clown <font color = red>masks</font> have been banned in the United States, and wearing one can result in a $50,000 fine.",1.0,0.5675297379493713,"Clown <font color = green>parties</font> have been banned in the United States, and wearing one can result in a $50,000 fine.","Successful"
0.0,2764.0,0.0,4.9948692321777344e-05,"Rubio's infamous <font color = red>boots</font> were <font color = red>made</font> in India, not Wisconsin",1.0,0.6749875545501709,"Rubio's infamous <font color = green>passes</font> were <font color = green>modeled</font> in India, not Wisconsin","Successful"
